Star#,2021-03-01,2021-03-02,2021-03-11,2021-03-12,2021-03-18,2021-03-19,2021-03-27,2021-03-30,2021-03-31,2021-04-20,2021-05-04,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-13,2021-05-31,2021-06-04,2021-06-05,2021-06-08,2021-06-10,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-21,2021-06-30,2021-07-02,2021-07-11,2021-07-16,2021-07-17,2021-07-18,2021-07-24,2021-07-25,2021-08-01,2021-08-02,2021-08-09,2021-08-11,2021-08-13,2021-08-15,2021-08-21,2021-08-31,2021-09-01,2021-09-04,2021-09-06,2021-09-07,2021-09-16,2021-09-18,2021-09-19,2021-09-22,2021-09-26,2021-09-27,2021-09-28
31,196462.5143173,196048.0527141,197689.3182716,196431.5046026,194129.4152363,197422.3157546,196794.1938009,196493.6974282,194833.1495328,195349.7104336,195073.0800299,195992.8969363,196109.3443581,197992.1542851,197080.3366207,198569.8967134,196485.1435188,196812.7384616,196872.2314563,196522.5637871,195715.543891,197460.3517312,198956.2747113,196596.3102196,197455.2877883,195610.6511185,195569.9759871,194865.8973753,197220.3536743,195812.4990627,196449.3447585,197551.9233842,197092.1473248,195976.5731657,195612.5030476,194092.9233445,195339.2204503,196352.090015,196942.3941841,196810.7814145,199495.2198635,196476.3518201,195260.7407994,198153.6960029,196301.4355731,197064.174879,196675.7430514,197027.9627021,195754.0026082,197076.6619466,197053.1081952,197096.4191941,197207.0978239
32,204986.2791682,203210.6028525,204353.6985008,201782.8874352,199689.9088116,203195.4036987,202642.9273188,202007.2941708,202177.1809393,202093.4450873,204137.450193,201980.3445767,202339.924471,208195.7035367,207104.8701738,206807.7381756,203759.3383023,203246.1010212,201753.6452195,202380.9117128,203222.3895885,204822.4877125,207983.4551569,207976.9198924,204254.2232987,206329.5916426,201836.9333257,202028.1736692,203236.3299669,201278.856032,202586.9095265,203684.5147426,203793.4576326,201467.0350827,202250.3451162,200545.3101503,199579.1550955,201296.0467846,201345.3366417,203394.0928808,201124.9061134,201338.1929314,201661.5621518,202628.8784725,199208.5925177,202583.7530512,200956.7844703,202395.2920312,200097.6887367,203035.45823,201621.2244859,201709.0435024,201329.6308104
33,188392.8084814,188436.7462097,187363.0785075,187006.5618372,186232.3777698,187344.087758,187862.7316043,187995.4223324,186490.3960481,186941.1299108,186094.5580702,184867.7389911,187579.0999867,186352.0691184,186254.7055749,186824.4505034,187469.546992,188463.4638848,187496.5235404,187624.6416243,186926.0710609,187914.6166739,186746.2433297,184737.6172442,187680.8134694,184691.3593039,186521.8713879,185611.6131056,187645.7434708,187608.4832767,188204.9689935,187832.7673127,187680.9320313,187264.1950959,187499.2846355,185937.4788645,187290.0839763,187010.7364628,187106.1008816,187929.3008211,190099.8156168,187423.7975202,186093.5858168,187896.5299754,187442.2909625,188112.2300786,189145.8222844,188718.9313583,189970.8754044,187867.4363715,189376.6235191,187936.7019767,188223.433584
34,198960.0700383,196889.8248736,193800.3963609,190671.3799169,191102.7042196,188755.6651158,193001.1155574,192394.37017,193772.7505195,188822.6353616,189912.2456588,186419.0809616,187090.6343446,188763.21559,186594.1601828,189605.4068274,186664.1654171,186400.1068021,186116.582436,185943.413813,187126.5251811,186228.6326066,0.0,184163.6027417,186414.024517,190632.8189845,188255.7980532,194854.4815484,189114.0729513,195628.5476647,193627.6290287,198381.9279655,0.0,193685.8405737,186791.697683,187880.7458009,189437.1062444,188320.0061296,0.0,191723.4797462,0.0,186989.2530557,0.0,0.0,0.0,187919.2219961,194861.8405684,195368.2958726,196619.619155,191910.5383744,187294.446019,188072.027325,187037.4882972
35,184914.3509826,185292.4567779,184986.2810059,184331.6794588,183629.7550921,185293.8469854,185103.2104896,185913.6698692,181853.7556423,185015.7196478,183109.4833681,182495.5400012,186628.8643721,184326.2398601,183859.8981065,185044.9766682,184520.0661967,186126.7974399,184765.630395,184079.5256899,183341.0923666,184530.9550602,183895.5057789,181758.7464569,184867.6966726,181421.7565284,183216.2362364,181873.1854619,184557.6862486,184270.3186686,185100.3191084,184835.0830219,184335.7993513,183566.3798512,184052.7551227,182311.8075248,184295.270047,183992.742806,184629.9721526,184012.2003327,186893.4665601,184017.9858149,181509.9756778,184974.980711,183849.7238136,186235.1845378,185572.6654198,184103.8930377,185835.0315282,184673.4612854,186090.3605445,184832.3280611,185654.9728488
36,182873.9520101,182264.4342596,184803.8293742,182362.7877294,179769.5044887,184272.1879409,182394.3573416,182321.192038,179788.7241287,182514.3101571,180918.0984716,180225.6279892,183328.3746963,187925.5430731,186774.225673,186820.313668,183624.3333098,183350.7965399,181704.8305285,181544.258023,182285.5078337,183735.5149779,185958.8667119,184711.492875,184214.2160795,183528.7014456,181187.1225748,181716.8920914,182783.4836637,180979.8908174,181966.481725,183936.1670635,181948.6946572,181581.2142231,180764.5337158,178211.4121036,179828.6381634,180413.923605,182351.9205728,181461.7092927,182813.1712496,181197.3948096,179816.3745763,183281.4849527,180662.7839656,182957.8802778,180312.0376108,180500.5638742,179405.6923873,183291.9030549,182304.0435809,181861.3941892,181055.4563809
37,181233.2949457,180440.2553636,182544.6337741,180541.5004073,176996.1483339,181851.8376806,181029.171684,180739.2064001,178782.7437096,180434.2069733,179890.5199254,178577.9246304,181499.4071302,185781.6556603,185301.2774733,183980.386233,182089.5446115,181482.3890666,180091.0626937,180792.5675275,181429.5983015,182638.9218164,184483.8308749,184470.2173623,182372.3280577,182611.7415019,179863.4962255,180461.8806111,181349.7359295,179692.4110632,180608.3477197,182248.9743538,180787.6094631,179898.6308301,179942.1897261,177638.2494932,178753.7905326,179642.772125,180506.3821073,180977.4023831,181370.7587594,180376.1336247,179264.1163104,181721.1529212,178854.3674774,181022.0314708,179558.2647079,180024.3575879,178626.2060852,181803.8059749,180597.2534284,179999.9435929,179456.823986
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,170001.2849201,169725.2896033,175590.2325268,173592.5469601,171759.3101274,176398.0303665,176633.3240991,174159.1467597,173563.3679099,170869.6404735,172514.4868805,166974.7180318,170408.9740011,166727.3662192,172244.7154779,171013.9747552,174618.1378623,177211.6141822,172214.5345701,174456.5057856,167207.3783809,175753.3240306,170497.1689327,163830.2064117,174787.9630429,168599.2966718,169285.9660761,171038.6444624,167408.4157952,176070.1475423,174248.4936985,171679.254841,176808.6943158,171901.0044809,173476.8984187,165810.0798248,173367.4568535,168354.2402071,175088.5295968,168049.0177017,175343.6810039,173764.5963771,171957.1806065,176084.3370256,166720.0943413,172517.7151034,175488.4287465,168990.5914799,172330.9593895,167185.730916,170879.8958316,172689.5287571,174274.8869942
40,166829.8783019,165867.9731645,161832.470908,160844.0360623,161815.4938972,159813.3187538,164228.8764957,164993.0362035,163738.4031071,160733.1431257,160915.4785256,160005.1193264,162988.5896085,159580.6087471,156396.6403488,158880.3729983,159974.9773329,160807.4302538,161044.8713648,160344.9724911,160386.6822363,160520.4262375,160526.9967817,157064.0404556,160542.1482284,160878.2396364,160781.6809792,165438.2923316,162489.4727944,167061.880342,165209.7957175,167007.7057535,169904.3551466,164631.325785,161049.2360176,160899.3166144,162927.2332544,162685.6739269,162720.9690149,163765.2150315,168105.6702681,160014.5971141,161830.135018,162832.1083551,164284.6116874,162068.9488927,167935.4375238,167836.5772909,168814.9118876,163982.102394,162380.1745641,162754.5473076,161337.3408375
41,144145.6830164,172624.149025,168609.8950911,168828.2077963,168726.9058523,168223.3126678,170413.8020059,170650.7145347,170478.292922,168895.4099562,168454.9536882,168698.3971952,170006.7332308,166844.7810496,165506.2651495,162533.7122961,167948.5795904,140782.0041267,168333.5354582,168058.5172918,167842.2891802,169366.2158905,169161.8196923,166602.663486,168626.0226952,170187.2511594,168215.823231,169647.8281133,169232.0940058,170939.0194617,171075.7244238,172244.8788045,170844.038874,170790.3309715,168690.9703845,167333.3861821,168125.37157,168624.5792247,168613.2762485,170104.4148027,171040.3698727,167989.810345,168922.729443,159595.1946951,168652.99216,156750.6538393,171728.0362664,171814.9220178,172442.1984044,169390.270974,153759.3072309,168995.6691082,168293.1284261
42,162048.9394387,161157.8222609,162442.0464767,160398.7754576,158365.9269712,162146.4530941,161055.0470066,160659.7701043,159584.1799196,160814.2631512,160257.0829009,159146.9327817,161329.8132929,164675.7633041,163824.822875,163766.969303,161551.9612318,161390.5708831,159940.5387294,159904.6436092,160784.4464178,161958.4595056,163499.5477924,163315.9633539,161700.8098804,161995.9488706,159962.0793607,159264.6821372,161388.4510153,159582.640424,160290.9795912,161607.4678606,160828.6973005,159743.1926434,160387.3914195,158472.3633559,159219.0913063,160150.8193316,160923.2011169,161163.2275613,161810.1387833,160367.6566927,159213.9765607,161841.1129552,159831.2738251,161413.471619,160364.5742052,160386.8591151,160039.8528063,161204.060869,160949.1975739,160384.3972402,159405.1813877
43,146401.8332785,146900.4923564,145912.8870271,146200.1314182,145481.6141301,146357.3293103,147104.5653632,148193.2036134,143911.3742575,146407.4360557,144318.2758307,144121.2530705,148545.7598427,145741.3288218,144688.3459175,146153.6873061,146371.3287592,148334.7909256,147416.0354274,146437.8322119,145881.5700613,146505.7027866,145871.1436029,143362.2764548,146367.7942222,142288.3125637,145509.8192138,145278.0871811,146510.8974382,147521.4623849,147470.2564168,148612.1878314,148572.3972685,146831.2799389,146138.9515574,144524.1438205,147167.3357433,145624.6563945,147540.3276394,145856.6856973,150671.111456,146996.3210988,144181.3995741,146829.8150698,146747.3770774,147592.741118,147959.0851946,147886.8695683,147878.3880224,147026.8086828,148147.2768622,147787.6766498,147521.1471252
44,146705.6146949,145984.1747081,147096.534137,145757.9017284,144708.2104536,147263.2041048,146523.820952,146708.1415491,144799.2656047,145892.446454,143936.5159226,144370.2651072,147796.3574697,148014.7078267,147480.9931393,147799.5840361,146800.3463416,147126.5836446,146112.5314262,145602.7772236,146460.5152101,146752.7030157,147458.0308656,146168.2568544,147083.7824635,145354.3993522,145461.7520887,145008.8989318,146643.4127631,145879.3110083,146045.8183839,147364.0330592,146578.1169692,146016.5110549,145349.2446124,144163.23047,145401.1313832,145341.2920044,146654.7223965,145735.4826684,148178.3091868,146300.8628318,144297.3421279,147210.9563929,145648.0036787,147422.988423,146278.5500257,146190.9885585,146866.219548,146906.7649762,147118.0612106,147113.4466817,146598.1881173
45,145819.2471574,144394.9241316,143760.9914121,142116.5320072,142326.5710079,142672.7919374,142613.5409844,142405.150161,143248.1287961,141698.6243006,143408.5594024,141966.4017288,142744.0978677,144166.0388298,143730.0670735,144379.7128338,142686.4996988,142192.3674636,141585.0492881,141927.012846,142157.4018185,143004.1878485,144305.5789188,144560.3361235,142727.7877206,144664.8480132,141310.7887211,140742.9520024,142643.9955419,142397.8268312,142573.9232252,144873.3925915,145556.3470437,141325.0417616,142597.8477387,141048.9267672,141094.7185561,143369.1980187,141982.0053385,143791.872631,146392.6769479,141794.9298489,142866.0469869,142773.3797821,141472.5476387,142587.4240638,143998.3660519,146155.0804888,146377.145653,143458.0832148,142121.7268284,141449.2000304,141679.5212479
46,136514.96933,139144.6366362,129324.0588678,138487.510594,131617.8473137,137764.9017718,140494.9709778,141318.1927204,138076.3958386,139087.8984428,138123.4393062,138581.5505425,137418.0059315,135562.5664898,135490.4550468,135453.8617835,137782.4265097,139552.0348329,139983.6991714,139752.2420141,137629.0887372,139010.985197,129630.045727,134938.884842,139911.8052017,135402.2337611,139543.9352082,139350.02141,138852.9637564,140036.6762214,140008.4667372,139801.9169041,139530.852906,139748.4826158,138738.9117677,138049.9759112,139807.5315613,137492.61526,139909.2604793,137898.0297688,140742.6846196,139399.8477701,137940.647261,139296.6076452,139696.4204821,137624.5544809,138325.0097419,139151.9262161,136967.9063171,137704.268953,138379.0348811,137904.0686066,138689.3062875
47,143281.6026536,143627.513715,142934.3687803,142404.1702886,142012.2155529,142786.4548641,142851.0322564,143233.2062805,141579.7348801,142409.0431671,141881.5878143,140674.5646415,143637.1813366,142746.1704597,142295.595932,142698.3267936,142646.1142579,143314.0746027,142422.5535601,142872.1458678,142587.1400698,142897.5354599,142713.312827,141811.9223131,142976.4484277,140553.0793742,141352.1393213,141232.9531445,142730.7866238,142772.9760477,143000.871957,143381.9687989,143007.5606785,142098.2415673,142208.6652151,140969.8326713,142295.4046874,142226.557749,142466.175169,142819.4082351,144233.6890558,142267.5802012,141248.1774879,142592.49456,142585.8417079,143851.5097725,143702.6838695,142860.3824047,143844.0901116,142923.928483,143428.2907917,143270.0203445,142838.5453461
48,137472.5792278,135358.908905,135762.8609048,132065.345939,132000.1727227,131916.1076056,134707.7401313,133734.7936948,135251.1196406,131746.4967884,133705.3095675,131000.8865826,131741.0574921,135908.260079,135972.9397796,134778.1205866,131745.8336052,130403.1731808,130015.6332085,130556.065246,132515.5943473,131500.6343751,132902.5306165,133980.8557865,131167.4127002,138185.9429902,132203.0562049,136891.4264282,132853.1420268,135705.5288775,135255.2426562,138719.2457882,139249.7896017,134638.9184865,130451.9819189,131279.6089526,131959.6405361,132380.7774954,132931.8115002,134178.2316604,136984.6980042,129467.0400437,132705.4861595,133027.8985679,133328.354006,0.0,136442.2859266,136227.029329,136429.2436937,133220.5254674,129151.8340725,0.0,127811.2469665
49,130297.2024127,129679.6885696,130795.0037174,129803.9347711,128847.9095053,130858.11627,130668.1334634,130771.7758352,128104.3371661,130309.042166,128994.6876307,128637.227099,131259.1834596,130815.0122667,130493.183289,130934.6662026,130419.2485456,131091.2339138,129957.6546638,130231.9440124,130389.3043893,130529.0499361,130271.2392888,128734.9970177,130800.6340095,128224.9514805,129647.32963,130016.0812449,130451.9324076,130566.9711983,130867.3891133,131766.7677441,130989.1434213,130523.1801052,129688.9765479,129070.3862039,129897.9864378,129381.9353015,130578.8458468,129904.908319,131877.5519708,130017.0554859,128810.0960104,130891.1159107,130467.4294711,131051.4355854,130460.2071738,129927.930284,130505.7546633,130631.3518985,131148.1574875,131127.8009762,130898.0128343
50,132211.9413524,132334.8716387,130129.5820399,128374.741655,128909.0272873,130333.6090923,128161.6857043,127297.5314999,128953.7204931,127421.5351145,129871.8717285,126751.1064331,127532.7278163,133313.7233226,132443.7985061,133279.0110629,130260.9695509,127938.5417755,127774.9607964,128091.2247117,129447.5591918,129752.5759641,134571.4198468,135502.3446761,130809.6889076,132816.0690043,128590.3281241,126900.0962878,132053.4257363,127196.6538364,127698.4093638,128520.7153339,130063.2062332,128313.0944659,129126.9463626,128000.9930456,128647.2940632,130010.0380594,128601.7143191,129434.7856039,131727.8796418,127341.607875,129395.0066198,128327.9534715,131396.2620306,129905.920419,129519.2679641,130294.5000711,128814.2161094,133205.1850735,127931.7658093,129091.2565446,128314.3812411
51,127636.5026728,127560.5772954,126249.2501285,125934.3649911,125609.3306844,126156.9122589,126810.6339282,126941.673246,125833.0395887,126087.3854049,125615.6405577,125401.2983312,127717.5781363,124983.1946387,124301.1722791,125668.5820801,125953.0679265,127081.9848028,126057.9710019,126103.3678373,125722.6235033,126343.4714362,125999.1371154,125216.5120934,126198.0990333,123925.3366152,125531.3715128,125677.6471972,126500.2237654,127106.2780157,126780.4882928,126552.4356905,126623.7360263,126007.7599888,126490.9500997,125582.8425881,126243.5447194,126522.0840648,126585.2267841,126767.6363718,127906.0678666,126012.0484554,125753.0927922,126595.322684,126163.3226305,127567.4075718,127811.4189364,127024.1622708,127572.0486254,126667.8100346,127646.5949187,127434.0930172,126890.8287105
52,121927.3622338,122051.9842464,122114.4369021,121384.4844139,120721.9066543,122142.823079,121695.0235606,121755.7336263,119503.8633614,121650.6409928,120155.7815985,119548.7246036,122603.0381173,122159.7736774,121694.5624159,122105.3971131,121861.1086611,122380.5138689,121256.4476742,121333.1540743,121552.2470543,121890.7425794,122259.2181865,120739.7473618,121965.3886507,119442.6835464,120523.3603541,120964.0348355,121731.6728941,121229.9651925,121610.7987175,122639.4231943,122188.4497323,121636.6939452,120808.0721188,119787.1572813,121016.6883775,120675.5480517,121824.2829539,120790.5134594,122638.6805829,121380.509406,119914.1101039,122029.0615258,121426.2731719,121772.3848871,121760.3293231,121240.0277867,121812.1465256,121499.6606565,122225.6977509,122185.5837753,121816.6328173
53,123963.4422848,123690.5774298,124651.7197096,123117.0397242,121722.0433471,123926.4552472,123222.0804316,122942.0133242,122173.7666176,123211.4804013,123269.9901323,122389.2649159,123615.6003816,126036.9114552,125575.3803521,125817.3575668,123888.2578549,123861.9014994,122912.4427124,123148.0170158,123220.8330392,124307.9305591,125640.3733748,125287.0591353,124146.0134465,123947.7129847,122803.5798747,122226.2343992,123529.9855869,122535.1175856,123103.2203875,123579.8929086,122471.5951171,122199.7532103,122700.4680003,121699.7668424,121959.3036217,122648.9746575,122796.1371614,123382.8261964,122575.6370028,122675.6064087,122075.8323239,123487.0355228,121771.065315,123330.040144,122147.2116346,123059.5331827,121774.6664773,123529.1436831,122933.852899,123198.2560999,122192.630029
54,120759.5454518,120134.8734939,122906.5073509,120519.8238914,118503.6223385,121386.2172851,121772.1490489,121214.50667,119744.1339923,121083.0556517,120261.7996577,119623.5827097,120209.6002479,123879.0562443,123460.7493018,124374.9305483,122182.6306253,121104.0429446,120490.0961884,120662.4105704,122559.2559034,121816.7668589,122736.9358511,122028.2955064,121891.9964712,123546.0270613,121415.1330376,121129.589032,121135.4837499,120745.075914,121446.248401,123803.7982963,0.0,121252.7151313,119889.513561,119277.1908592,119667.6194507,119481.5201085,0.0,121253.4100088,0.0,121066.3493355,0.0,0.0,0.0,121118.9536259,119270.9015242,120735.759752,118876.8147644,122060.2494214,120991.5505154,120827.0637595,120764.9817802
55,110149.0915069,109582.6925039,109601.4100492,108335.0743841,108214.3891963,108365.0234892,108654.3349006,108502.3312259,109676.0589331,107980.0826531,109062.9815782,108296.6213668,108174.4472993,109213.9164131,109568.9874585,109403.4156396,107992.2976425,107940.1275973,107431.4203921,107994.0666813,108257.2044293,108187.306443,108767.0546307,109534.9996764,108154.0500323,110835.5969029,107497.0758877,108027.6078065,108265.3807581,108140.4002975,108923.0068371,108906.672896,109751.8852581,108041.7533952,107837.6941809,107394.672189,107658.5731816,108040.5128707,108210.5393553,109136.2090977,110231.29517,107300.7760544,108417.6977961,108290.0656483,107932.5923682,107618.2208804,109765.9698767,109714.6676912,109566.3555328,108497.3357823,107315.4163037,106585.7179975,107436.312333
56,111828.1427369,112284.9481381,111606.6071713,111426.1112804,110857.5449756,111273.893054,111905.2967231,112055.7740335,110906.465315,111224.4239778,111228.5089009,110066.0477327,111871.4429179,110049.4379808,0.0,111351.9111749,111015.6511726,0.0,0.0,0.0,111118.8624304,110517.8476411,110453.9095908,0.0,110888.9456221,110498.943205,111063.4752628,110795.1996861,111590.2157208,111694.0714557,112309.2986815,112435.384947,112860.2404546,0.0,0.0,0.0,111680.1810645,0.0,111197.7620736,111324.6832489,113301.9667096,0.0,110410.8121835,111194.0179912,111731.5423062,0.0,112868.6103591,112847.8537059,112727.0166232,111761.1394874,112776.4912361,0.0,111307.2730036
57,109630.943958,109606.5312616,109641.2658145,108917.3137093,108398.1580158,108927.3523165,109004.8267409,108831.802482,107528.459384,108743.5815183,107695.1186782,107466.4249132,108605.8730724,108845.0186532,108692.2558182,109308.2585688,108630.9571391,108679.0448048,108379.7151909,108477.9332792,108290.4860753,108413.3634268,108703.7277706,108162.2646962,108636.2922236,107988.0273342,107731.5973104,108138.6924736,108547.0443543,108637.7224122,108750.7607776,109186.0116552,108964.2645258,108473.7611734,108152.6767621,107263.5215485,108207.8008255,107896.8412226,108383.7153099,108347.060372,109634.4243298,108292.0253615,107577.8376027,108693.4474625,108377.6688594,108599.0704335,108858.6926078,108707.1029163,109578.9358507,108591.4210259,108912.2765576,108427.9808965,108196.1921092
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,105669.0665245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107297.3243122,0.0,0.0,0.0,0.0,0.0,105805.0620416,0.0,107929.8298543,0.0,105699.0662327,0.0,105900.5504352,0.0,108035.3579309,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,106521.1758104,107445.0199752,0.0,0.0,0.0,0.0,0.0,106219.6968102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106263.1732983,0.0,0.0,0.0,0.0,0.0,105264.068338,0.0,106891.9634876,0.0,104042.8661796,104801.3478763,104607.007389,0.0,107094.0169795,106788.8322684,106976.3537028,0.0,0.0,0.0,0.0
61,0.0,0.0,103749.0662419,0.0,100320.5980426,100247.2874003,102756.633827,101400.7592784,102726.7753739,100403.5430913,101382.1923737,98420.9186168,98322.6879672,101847.2385733,101917.9294324,102002.8158126,99484.3622661,98685.2312053,97834.3361454,98727.6430471,99495.746481,99339.96298,100724.8488012,100082.425325,99134.8862667,102817.9348307,100120.5986814,104651.061995,100834.8004552,103901.2996906,102937.653783,105491.4081468,107398.3527709,102329.4367161,98592.8359444,98873.8342234,99996.6659413,100741.125381,101108.8750149,101680.5777527,104967.7232638,98627.4309725,100392.3159742,101353.3317381,101780.6039413,0.0,103700.8895215,104532.1354648,103829.2859941,100962.410279,98288.1363166,0.0,0.0
62,0.0,0.0,0.0,102084.3610016,102439.4208282,0.0,0.0,0.0,0.0,0.0,101586.9714545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100102.5822911,0.0,101563.8938898,102559.3781376,101351.3967525,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,100596.0007188,100931.6997343,100788.5106209,100336.0144395,99627.0595068,100867.2695018,100806.5826264,100867.0528446,99319.9778215,100630.796512,99705.3027771,99458.5082232,100921.3128561,100079.9132499,99354.6750792,101134.2692314,100503.6841238,101071.2251988,100446.3890712,100362.565648,100107.1416274,100481.2291698,100402.896158,98598.5862954,100665.2714914,98094.9258296,99884.0422227,99813.9931125,100700.32791,100518.9468553,100681.1985705,100979.5306578,100888.6612441,100040.0247414,99869.1348474,99065.96063,99688.4629004,99693.8263615,100496.3504943,100007.7585972,101162.6216538,100417.4495839,99492.2666859,100709.1543541,100437.5150273,100793.9939399,100097.1507346,100223.3088908,99857.391804,100572.8873026,100535.4291199,100221.3161468,100280.7892886
